# Godot class reference — one row per member
# class	kind	name	signature	brief
VisualShaderNodeColorFunc	enum-value	FUNC_HSV2RGB	Function.FUNC_HSV2RGB = 1	Converts HSV vector to RGB equivalent.
VisualShaderNodeColorFunc	enum-value	FUNC_RGB2HSV	Function.FUNC_RGB2HSV = 2	Converts RGB vector to HSV equivalent.
VisualShaderNodeColorFunc	enum-value	FUNC_SEPIA	Function.FUNC_SEPIA = 3	Applies sepia tone effect using the following formula: vec3 c = input; float r = (c.r * 0.393) + (c.g * 0.769) + (c.b * 0.189); float g = (c.r * 0.349) + (c.g * 0.686) + (c.b * 0.168); float b = (c.r * 0.272) + (c.g * 0.534) + (c.b * 0.131…
VisualShaderNodeColorFunc	enum-value	FUNC_LINEAR_TO_SRGB	Function.FUNC_LINEAR_TO_SRGB = 4	Converts color from linear encoding to nonlinear sRGB encoding using the following formula: const vec3 a = vec3(0.055f); return mix((vec3(1.0f) + a) * pow(c.rgb, vec3(1.0f / 2.4f)) - a, 12.92f * c.rgb, lessThan(c.rgb, vec3(0.0031308f))); T…
VisualShaderNodeColorFunc	enum-value	FUNC_SRGB_TO_LINEAR	Function.FUNC_SRGB_TO_LINEAR = 5	Converts color from nonlinear sRGB encoding to linear encoding using the following formula: vec3 c = input; return mix(pow((c.rgb + vec3(0.055)) * (1.0 / (1.0 + 0.055)), vec3(2.4)), c.rgb * (1.0 / 12.92), lessThan(c.rgb, vec3(0.04045))); T…
VisualShaderNodeColorFunc	enum-value	FUNC_MAX	Function.FUNC_MAX = 6	Represents the size of the enum.
VisualShaderNodeColorOp	property	operator	int operator = 0	An operator to be applied to the inputs.
VisualShaderNodeColorOp	enum-value	OP_SCREEN	Operator.OP_SCREEN = 0	Produce a screen effect with the following formula: result = vec3(1.0) - (vec3(1.0) - a) * (vec3(1.0) - b);
VisualShaderNodeColorOp	enum-value	OP_DIFFERENCE	Operator.OP_DIFFERENCE = 1	Produce a difference effect with the following formula: result = abs(a - b);
VisualShaderNodeColorOp	enum-value	OP_DARKEN	Operator.OP_DARKEN = 2	Produce a darken effect with the following formula: result = min(a, b);
VisualShaderNodeColorOp	enum-value	OP_LIGHTEN	Operator.OP_LIGHTEN = 3	Produce a lighten effect with the following formula: result = max(a, b);
VisualShaderNodeColorOp	enum-value	OP_OVERLAY	Operator.OP_OVERLAY = 4	Produce an overlay effect with the following formula: for (int i = 0; i < 3; i++) { float base = a; float blend = b; if (base < 0.5) { result = 2.0 * base * blend; } else { result = 1.0 - 2.0 * (1.0 - blend) * (1.0 - base); } }
VisualShaderNodeColorOp	enum-value	OP_DODGE	Operator.OP_DODGE = 5	Produce a dodge effect with the following formula: result = a / (vec3(1.0) - b);
VisualShaderNodeColorOp	enum-value	OP_BURN	Operator.OP_BURN = 6	Produce a burn effect with the following formula: result = vec3(1.0) - (vec3(1.0) - a) / b;
VisualShaderNodeColorOp	enum-value	OP_SOFT_LIGHT	Operator.OP_SOFT_LIGHT = 7	Produce a soft light effect with the following formula: for (int i = 0; i < 3; i++) { float base = a; float blend = b; if (base < 0.5) { result = base * (blend + 0.5); } else { result = 1.0 - (1.0 - base) * (1.0 - (blend - 0.5)); } }
VisualShaderNodeColorOp	enum-value	OP_HARD_LIGHT	Operator.OP_HARD_LIGHT = 8	Produce a hard light effect with the following formula: for (int i = 0; i < 3; i++) { float base = a; float blend = b; if (base < 0.5) { result = base * (2.0 * blend); } else { result = 1.0 - (1.0 - base) * (1.0 - 2.0 * (blend - 0.5)); } }
VisualShaderNodeColorOp	enum-value	OP_MAX	Operator.OP_MAX = 9	Represents the size of the enum.
VisualShaderNodeColorParameter	property	default_value	Color default_value = Color(1, 1, 1, 1)	A default value to be assigned within the shader.
VisualShaderNodeColorParameter	property	default_value_enabled	bool default_value_enabled = false	Enables usage of the .
VisualShaderNodeComment	property	description	String description = ""	This property only exists to preserve data authored in earlier versions of Godot.
VisualShaderNodeCompare	property	condition	int condition = 0	Extra condition which is applied if is set to .
VisualShaderNodeCompare	property	function	int function = 0	A comparison function.
VisualShaderNodeCompare	property	type	int type = 0	The type to be used in the comparison.
VisualShaderNodeCompare	enum-value	CTYPE_SCALAR	ComparisonType.CTYPE_SCALAR = 0	A floating-point scalar.
VisualShaderNodeCompare	enum-value	CTYPE_SCALAR_INT	ComparisonType.CTYPE_SCALAR_INT = 1	An integer scalar.
VisualShaderNodeCompare	enum-value	CTYPE_SCALAR_UINT	ComparisonType.CTYPE_SCALAR_UINT = 2	An unsigned integer scalar.
VisualShaderNodeCompare	enum-value	CTYPE_VECTOR_2D	ComparisonType.CTYPE_VECTOR_2D = 3	A 2D vector type.
VisualShaderNodeCompare	enum-value	CTYPE_VECTOR_3D	ComparisonType.CTYPE_VECTOR_3D = 4	A 3D vector type.
VisualShaderNodeCompare	enum-value	CTYPE_VECTOR_4D	ComparisonType.CTYPE_VECTOR_4D = 5	A 4D vector type.
VisualShaderNodeCompare	enum-value	CTYPE_BOOLEAN	ComparisonType.CTYPE_BOOLEAN = 6	A boolean type.
VisualShaderNodeCompare	enum-value	CTYPE_TRANSFORM	ComparisonType.CTYPE_TRANSFORM = 7	A transform (mat4) type.
VisualShaderNodeCompare	enum-value	CTYPE_MAX	ComparisonType.CTYPE_MAX = 8	Represents the size of the enum.
VisualShaderNodeCompare	enum-value	FUNC_EQUAL	Function.FUNC_EQUAL = 0	Comparison for equality (a == b).
VisualShaderNodeCompare	enum-value	FUNC_NOT_EQUAL	Function.FUNC_NOT_EQUAL = 1	Comparison for inequality (a != b).
VisualShaderNodeCompare	enum-value	FUNC_GREATER_THAN	Function.FUNC_GREATER_THAN = 2	Comparison for greater than (a > b).
VisualShaderNodeCompare	enum-value	FUNC_GREATER_THAN_EQUAL	Function.FUNC_GREATER_THAN_EQUAL = 3	Comparison for greater than or equal (a >= b).
VisualShaderNodeCompare	enum-value	FUNC_LESS_THAN	Function.FUNC_LESS_THAN = 4	Comparison for less than (a < b).
VisualShaderNodeCompare	enum-value	FUNC_LESS_THAN_EQUAL	Function.FUNC_LESS_THAN_EQUAL = 5	Comparison for less than or equal (a <= b).
VisualShaderNodeCompare	enum-value	FUNC_MAX	Function.FUNC_MAX = 6	Represents the size of the enum.
VisualShaderNodeCompare	enum-value	COND_ALL	Condition.COND_ALL = 0	The result will be true if all components in the vector satisfy the comparison condition.
VisualShaderNodeCompare	enum-value	COND_ANY	Condition.COND_ANY = 1	The result will be true if any component in the vector satisfies the comparison condition.
VisualShaderNodeCompare	enum-value	COND_MAX	Condition.COND_MAX = 2	Represents the size of the enum.
VisualShaderNodeCubemap	property	cube_map	TextureLayered cube_map	The texture to sample when using as .
VisualShaderNodeCubemap	property	source	int source = 0	Defines which source should be used for the sampling.
VisualShaderNodeCubemap	property	texture_type	int texture_type = 0	Defines the type of data provided by the source texture.
VisualShaderNodeCubemap	enum-value	SOURCE_TEXTURE	Source.SOURCE_TEXTURE = 0	Use the set via .
VisualShaderNodeCubemap	enum-value	SOURCE_PORT	Source.SOURCE_PORT = 1	Use the sampler reference passed via the samplerCube port.
VisualShaderNodeCubemap	enum-value	SOURCE_MAX	Source.SOURCE_MAX = 2	Represents the size of the enum.
VisualShaderNodeCubemap	enum-value	TYPE_DATA	TextureType.TYPE_DATA = 0	No hints are added to the uniform declaration.
VisualShaderNodeCubemap	enum-value	TYPE_COLOR	TextureType.TYPE_COLOR = 1	Adds source_color as hint to the uniform declaration for proper conversion from nonlinear sRGB encoding to linear encoding.
VisualShaderNodeCubemap	enum-value	TYPE_NORMAL_MAP	TextureType.TYPE_NORMAL_MAP = 2	Adds hint_normal as hint to the uniform declaration, which internally converts the texture for proper usage as normal map.
VisualShaderNodeCubemap	enum-value	TYPE_MAX	TextureType.TYPE_MAX = 3	Represents the size of the enum.
VisualShaderNodeCurveTexture	property	texture	CurveTexture texture	The source texture.
VisualShaderNodeCurveXYZTexture	property	texture	CurveXYZTexture texture	The source texture.
VisualShaderNodeCustom	method	_get_category	String _get_category() virtual const	Override this method to define the path to the associated custom node in the Visual Shader Editor's members dialog.
VisualShaderNodeCustom	method	_get_code	String _get_code(input_vars: String[], output_vars: String[], mode: int, type: int) virtual const	Override this method to define the actual shader code of the associated custom node.
VisualShaderNodeCustom	method	_get_default_input_port	int _get_default_input_port(type: int) virtual const	Override this method to define the input port which should be connected by default when this node is created as a result of dragging a connection from an existing node to the empty space on the graph.
VisualShaderNodeCustom	method	_get_description	String _get_description() virtual const	Override this method to define the description of the associated custom node in the Visual Shader Editor's members dialog.
VisualShaderNodeCustom	method	_get_func_code	String _get_func_code(mode: int, type: int) virtual const	Override this method to add a shader code to the beginning of each shader function (once).
VisualShaderNodeCustom	method	_get_global_code	String _get_global_code(mode: int) virtual const	Override this method to add shader code on top of the global shader, to define your own standard library of reusable methods, varyings, constants, uniforms, etc.
VisualShaderNodeCustom	method	_get_input_port_count	int _get_input_port_count() virtual const	Override this method to define the number of input ports of the associated custom node.
VisualShaderNodeCustom	method	_get_input_port_default_value	Variant _get_input_port_default_value(port: int) virtual const	Override this method to define the default value for the specified input port.
VisualShaderNodeCustom	method	_get_input_port_name	String _get_input_port_name(port: int) virtual const	Override this method to define the names of input ports of the associated custom node.
VisualShaderNodeCustom	method	_get_input_port_type	int _get_input_port_type(port: int) virtual const	Override this method to define the returned type of each input port of the associated custom node.
VisualShaderNodeCustom	method	_get_name	String _get_name() virtual const	Override this method to define the name of the associated custom node in the Visual Shader Editor's members dialog and graph.
VisualShaderNodeCustom	method	_get_output_port_count	int _get_output_port_count() virtual const	Override this method to define the number of output ports of the associated custom node.
VisualShaderNodeCustom	method	_get_output_port_name	String _get_output_port_name(port: int) virtual const	Override this method to define the names of output ports of the associated custom node.
VisualShaderNodeCustom	method	_get_output_port_type	int _get_output_port_type(port: int) virtual const	Override this method to define the returned type of each output port of the associated custom node.
VisualShaderNodeCustom	method	_get_property_count	int _get_property_count() virtual const	Override this method to define the number of the properties.
VisualShaderNodeCustom	method	_get_property_default_index	int _get_property_default_index(index: int) virtual const	Override this method to define the default index of the property of the associated custom node.
VisualShaderNodeCustom	method	_get_property_name	String _get_property_name(index: int) virtual const	Override this method to define the names of the property of the associated custom node.
VisualShaderNodeCustom	method	_get_property_options	PackedStringArray _get_property_options(index: int) virtual const	Override this method to define the options inside the drop-down list property of the associated custom node.
VisualShaderNodeCustom	method	_get_return_icon_type	int _get_return_icon_type() virtual const	Override this method to define the return icon of the associated custom node in the Visual Shader Editor's members dialog.
VisualShaderNodeCustom	method	_is_available	bool _is_available(mode: int, type: int) virtual const	Override this method to prevent the node to be visible in the member dialog for the certain and/or .
VisualShaderNodeCustom	method	_is_highend	bool _is_highend() virtual const	Override this method to enable the high-end mark in the Visual Shader Editor's members dialog.
VisualShaderNodeCustom	method	get_option_index	int get_option_index(option: int) const	Returns the selected index of the drop-down list option within a graph.
VisualShaderNodeDerivativeFunc	property	function	int function = 0	A derivative function type.
VisualShaderNodeDerivativeFunc	property	op_type	int op_type = 0	A type of operands and returned value.
VisualShaderNodeDerivativeFunc	property	precision	int precision = 0	Sets the level of precision to use for the derivative function.
VisualShaderNodeDerivativeFunc	enum-value	OP_TYPE_SCALAR	OpType.OP_TYPE_SCALAR = 0	A floating-point scalar.
VisualShaderNodeDerivativeFunc	enum-value	OP_TYPE_VECTOR_2D	OpType.OP_TYPE_VECTOR_2D = 1	A 2D vector type.
VisualShaderNodeDerivativeFunc	enum-value	OP_TYPE_VECTOR_3D	OpType.OP_TYPE_VECTOR_3D = 2	A 3D vector type.
VisualShaderNodeDerivativeFunc	enum-value	OP_TYPE_VECTOR_4D	OpType.OP_TYPE_VECTOR_4D = 3	A 4D vector type.
VisualShaderNodeDerivativeFunc	enum-value	OP_TYPE_MAX	OpType.OP_TYPE_MAX = 4	Represents the size of the enum.
VisualShaderNodeDerivativeFunc	enum-value	FUNC_SUM	Function.FUNC_SUM = 0	Sum of absolute derivative in x and y.
VisualShaderNodeDerivativeFunc	enum-value	FUNC_X	Function.FUNC_X = 1	Derivative in x using local differencing.
VisualShaderNodeDerivativeFunc	enum-value	FUNC_Y	Function.FUNC_Y = 2	Derivative in y using local differencing.
VisualShaderNodeDerivativeFunc	enum-value	FUNC_MAX	Function.FUNC_MAX = 3	Represents the size of the enum.
VisualShaderNodeDerivativeFunc	enum-value	PRECISION_NONE	Precision.PRECISION_NONE = 0	No precision is specified, the GPU driver is allowed to use whatever level of precision it chooses.
VisualShaderNodeDerivativeFunc	enum-value	PRECISION_COARSE	Precision.PRECISION_COARSE = 1	The derivative will be calculated using the current fragment's neighbors (which may not include the current fragment).
VisualShaderNodeDerivativeFunc	enum-value	PRECISION_FINE	Precision.PRECISION_FINE = 2	The derivative will be calculated using the current fragment and its immediate neighbors.
VisualShaderNodeDerivativeFunc	enum-value	PRECISION_MAX	Precision.PRECISION_MAX = 3	Represents the size of the enum.
VisualShaderNodeExpression	property	expression	String expression = ""	An expression in Godot Shading Language, which will be injected at the start of the graph's matching shader function (vertex, fragment, or light), and thus cannot be used to declare functions, varyings, uniforms, or global constants.
VisualShaderNodeFloatConstant	property	constant	float constant = 0.0	A floating-point constant which represents a state of this node.
VisualShaderNodeFloatFunc	property	function	int function = 13	A function to be applied to the scalar.
VisualShaderNodeFloatFunc	enum-value	FUNC_SIN	Function.FUNC_SIN = 0	Returns the sine of the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_COS	Function.FUNC_COS = 1	Returns the cosine of the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_TAN	Function.FUNC_TAN = 2	Returns the tangent of the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_ASIN	Function.FUNC_ASIN = 3	Returns the arc-sine of the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_ACOS	Function.FUNC_ACOS = 4	Returns the arc-cosine of the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_ATAN	Function.FUNC_ATAN = 5	Returns the arc-tangent of the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_SINH	Function.FUNC_SINH = 6	Returns the hyperbolic sine of the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_COSH	Function.FUNC_COSH = 7	Returns the hyperbolic cosine of the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_TANH	Function.FUNC_TANH = 8	Returns the hyperbolic tangent of the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_LOG	Function.FUNC_LOG = 9	Returns the natural logarithm of the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_EXP	Function.FUNC_EXP = 10	Returns the natural exponentiation of the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_SQRT	Function.FUNC_SQRT = 11	Returns the square root of the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_ABS	Function.FUNC_ABS = 12	Returns the absolute value of the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_SIGN	Function.FUNC_SIGN = 13	Extracts the sign of the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_FLOOR	Function.FUNC_FLOOR = 14	Finds the nearest integer less than or equal to the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_ROUND	Function.FUNC_ROUND = 15	Finds the nearest integer to the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_CEIL	Function.FUNC_CEIL = 16	Finds the nearest integer that is greater than or equal to the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_FRACT	Function.FUNC_FRACT = 17	Computes the fractional part of the argument.
VisualShaderNodeFloatFunc	enum-value	FUNC_SATURATE	Function.FUNC_SATURATE = 18	Clamps the value between 0.0 and 1.0 using min(max(x, 0.0), 1.0).
VisualShaderNodeFloatFunc	enum-value	FUNC_NEGATE	Function.FUNC_NEGATE = 19	Negates the x using -(x).
VisualShaderNodeFloatFunc	enum-value	FUNC_ACOSH	Function.FUNC_ACOSH = 20	Returns the arc-hyperbolic-cosine of the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_ASINH	Function.FUNC_ASINH = 21	Returns the arc-hyperbolic-sine of the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_ATANH	Function.FUNC_ATANH = 22	Returns the arc-hyperbolic-tangent of the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_DEGREES	Function.FUNC_DEGREES = 23	Convert a quantity in radians to degrees.
VisualShaderNodeFloatFunc	enum-value	FUNC_EXP2	Function.FUNC_EXP2 = 24	Returns 2 raised by the power of the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_INVERSE_SQRT	Function.FUNC_INVERSE_SQRT = 25	Returns the inverse of the square root of the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_LOG2	Function.FUNC_LOG2 = 26	Returns the base 2 logarithm of the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_RADIANS	Function.FUNC_RADIANS = 27	Convert a quantity in degrees to radians.
VisualShaderNodeFloatFunc	enum-value	FUNC_RECIPROCAL	Function.FUNC_RECIPROCAL = 28	Finds reciprocal value of dividing 1 by x (i.e.
VisualShaderNodeFloatFunc	enum-value	FUNC_ROUNDEVEN	Function.FUNC_ROUNDEVEN = 29	Finds the nearest even integer to the parameter.
VisualShaderNodeFloatFunc	enum-value	FUNC_TRUNC	Function.FUNC_TRUNC = 30	Returns a value equal to the nearest integer to x whose absolute value is not larger than the absolute value of x.
VisualShaderNodeFloatFunc	enum-value	FUNC_ONEMINUS	Function.FUNC_ONEMINUS = 31	Subtracts scalar x from 1 (i.e.
VisualShaderNodeFloatFunc	enum-value	FUNC_MAX	Function.FUNC_MAX = 32	Represents the size of the enum.
VisualShaderNodeFloatOp	property	operator	int operator = 0	An operator to be applied to the inputs.
VisualShaderNodeFloatOp	enum-value	OP_ADD	Operator.OP_ADD = 0	Sums two numbers using a + b.
VisualShaderNodeFloatOp	enum-value	OP_SUB	Operator.OP_SUB = 1	Subtracts two numbers using a - b.
VisualShaderNodeFloatOp	enum-value	OP_MUL	Operator.OP_MUL = 2	Multiplies two numbers using a * b.
VisualShaderNodeFloatOp	enum-value	OP_DIV	Operator.OP_DIV = 3	Divides two numbers using a / b.
VisualShaderNodeFloatOp	enum-value	OP_MOD	Operator.OP_MOD = 4	Calculates the remainder of two numbers.
VisualShaderNodeFloatOp	enum-value	OP_POW	Operator.OP_POW = 5	Raises the a to the power of b.
VisualShaderNodeFloatOp	enum-value	OP_MAX	Operator.OP_MAX = 6	Returns the greater of two numbers.
VisualShaderNodeFloatOp	enum-value	OP_MIN	Operator.OP_MIN = 7	Returns the lesser of two numbers.
VisualShaderNodeFloatOp	enum-value	OP_ATAN2	Operator.OP_ATAN2 = 8	Returns the arc-tangent of the parameters.
VisualShaderNodeFloatOp	enum-value	OP_STEP	Operator.OP_STEP = 9	Generates a step function by comparing b(x) to a(edge).
VisualShaderNodeFloatOp	enum-value	OP_ENUM_SIZE	Operator.OP_ENUM_SIZE = 10	Represents the size of the enum.
VisualShaderNodeFloatParameter	property	default_value	float default_value = 0.0	A default value to be assigned within the shader.
VisualShaderNodeFloatParameter	property	default_value_enabled	bool default_value_enabled = false	Enables usage of the .
VisualShaderNodeFloatParameter	property	hint	int hint = 0	A hint applied to the uniform, which controls the values it can take when set through the Inspector.
VisualShaderNodeFloatParameter	property	max	float max = 1.0	Minimum value for range hints.
VisualShaderNodeFloatParameter	property	min	float min = 0.0	Maximum value for range hints.
VisualShaderNodeFloatParameter	property	step	float step = 0.1	Step (increment) value for the range hint with step.
VisualShaderNodeFloatParameter	enum-value	HINT_NONE	Hint.HINT_NONE = 0	No hint used.
VisualShaderNodeFloatParameter	enum-value	HINT_RANGE	Hint.HINT_RANGE = 1	A range hint for scalar value, which limits possible input values between and .
VisualShaderNodeFloatParameter	enum-value	HINT_RANGE_STEP	Hint.HINT_RANGE_STEP = 2	A range hint for scalar value with step, which limits possible input values between and , with a step (increment) of ).
VisualShaderNodeFloatParameter	enum-value	HINT_MAX	Hint.HINT_MAX = 3	Represents the size of the enum.
VisualShaderNodeFrame	method	add_attached_node	void add_attached_node(node: int)	Adds a node to the list of nodes attached to the frame.
VisualShaderNodeFrame	method	remove_attached_node	void remove_attached_node(node: int)	Removes a node from the list of nodes attached to the frame.
VisualShaderNodeFrame	property	attached_nodes	PackedInt32Array attached_nodes = PackedInt32Array()	The list of nodes attached to the frame.
VisualShaderNodeFrame	property	autoshrink	bool autoshrink = true	If true, the frame will automatically resize to enclose all attached nodes.
VisualShaderNodeFrame	property	tint_color	Color tint_color = Color(0.3, 0.3, 0.3, 0.75)	The color of the frame when is true.
VisualShaderNodeFrame	property	tint_color_enabled	bool tint_color_enabled = false	If true, the frame will be tinted with the color specified in .
VisualShaderNodeFrame	property	title	String title = "Title"	The title of the node.
VisualShaderNodeGroupBase	method	add_input_port	void add_input_port(id: int, type: int, name: String)	Adds an input port with the specified (see ) and .
VisualShaderNodeGroupBase	method	add_output_port	void add_output_port(id: int, type: int, name: String)	Adds an output port with the specified (see ) and .
VisualShaderNodeGroupBase	method	clear_input_ports	void clear_input_ports()	Removes all previously specified input ports.
VisualShaderNodeGroupBase	method	clear_output_ports	void clear_output_ports()	Removes all previously specified output ports.
VisualShaderNodeGroupBase	method	get_free_input_port_id	int get_free_input_port_id() const	Returns a free input port ID which can be used in .
VisualShaderNodeGroupBase	method	get_free_output_port_id	int get_free_output_port_id() const	Returns a free output port ID which can be used in .
VisualShaderNodeGroupBase	method	get_input_port_count	int get_input_port_count() const	Returns the number of input ports in use.
VisualShaderNodeGroupBase	method	get_inputs	String get_inputs() const	Returns a description of the input ports as a colon-separated list using the format id,type,name; (see ).
VisualShaderNodeGroupBase	method	get_output_port_count	int get_output_port_count() const	Returns the number of output ports in use.
VisualShaderNodeGroupBase	method	get_outputs	String get_outputs() const	Returns a description of the output ports as a colon-separated list using the format id,type,name; (see ).
VisualShaderNodeGroupBase	method	has_input_port	bool has_input_port(id: int) const	Returns true if the specified input port exists.
VisualShaderNodeGroupBase	method	has_output_port	bool has_output_port(id: int) const	Returns true if the specified output port exists.
VisualShaderNodeGroupBase	method	is_valid_port_name	bool is_valid_port_name(name: String) const	Returns true if the specified port name does not override an existed port name and is valid within the shader.
VisualShaderNodeGroupBase	method	remove_input_port	void remove_input_port(id: int)	Removes the specified input port.
VisualShaderNodeGroupBase	method	remove_output_port	void remove_output_port(id: int)	Removes the specified output port.
VisualShaderNodeGroupBase	method	set_input_port_name	void set_input_port_name(id: int, name: String)	Renames the specified input port.
VisualShaderNodeGroupBase	method	set_input_port_type	void set_input_port_type(id: int, type: int)	Sets the specified input port's type (see ).
VisualShaderNodeGroupBase	method	set_inputs	void set_inputs(inputs: String)	Defines all input ports using a formatted as a colon-separated list: id,type,name; (see ).
VisualShaderNodeGroupBase	method	set_output_port_name	void set_output_port_name(id: int, name: String)	Renames the specified output port.
VisualShaderNodeGroupBase	method	set_output_port_type	void set_output_port_type(id: int, type: int)	Sets the specified output port's type (see ).
VisualShaderNodeGroupBase	method	set_outputs	void set_outputs(outputs: String)	Defines all output ports using a formatted as a colon-separated list: id,type,name; (see ).
VisualShaderNodeInput	method	get_input_real_name	String get_input_real_name() const	Returns a translated name of the current constant in the Godot Shader Language.
VisualShaderNodeInput	signal	input_type_changed	void input_type_changed()	Emitted when input is changed via .
VisualShaderNodeInput	property	input_name	String input_name = "[None]"	One of the several input constants in lower-case style like: "vertex" (VERTEX) or "point_size" (POINT_SIZE).
VisualShaderNodeIntConstant	property	constant	int constant = 0	An integer constant which represents a state of this node.
VisualShaderNodeIntFunc	property	function	int function = 2	A function to be applied to the scalar.
VisualShaderNodeIntFunc	enum-value	FUNC_ABS	Function.FUNC_ABS = 0	Returns the absolute value of the parameter.
VisualShaderNodeIntFunc	enum-value	FUNC_NEGATE	Function.FUNC_NEGATE = 1	Negates the x using -(x).
VisualShaderNodeIntFunc	enum-value	FUNC_SIGN	Function.FUNC_SIGN = 2	Extracts the sign of the parameter.
VisualShaderNodeIntFunc	enum-value	FUNC_BITWISE_NOT	Function.FUNC_BITWISE_NOT = 3	Returns the result of bitwise NOT operation on the integer.
VisualShaderNodeIntFunc	enum-value	FUNC_MAX	Function.FUNC_MAX = 4	Represents the size of the enum.
VisualShaderNodeIntOp	property	operator	int operator = 0	An operator to be applied to the inputs.
VisualShaderNodeIntOp	enum-value	OP_ADD	Operator.OP_ADD = 0	Sums two numbers using a + b.
VisualShaderNodeIntOp	enum-value	OP_SUB	Operator.OP_SUB = 1	Subtracts two numbers using a - b.
VisualShaderNodeIntOp	enum-value	OP_MUL	Operator.OP_MUL = 2	Multiplies two numbers using a * b.
VisualShaderNodeIntOp	enum-value	OP_DIV	Operator.OP_DIV = 3	Divides two numbers using a / b.
VisualShaderNodeIntOp	enum-value	OP_MOD	Operator.OP_MOD = 4	Calculates the remainder of two numbers using a % b.
VisualShaderNodeIntOp	enum-value	OP_MAX	Operator.OP_MAX = 5	Returns the greater of two numbers.
VisualShaderNodeIntOp	enum-value	OP_MIN	Operator.OP_MIN = 6	Returns the lesser of two numbers.
VisualShaderNodeIntOp	enum-value	OP_BITWISE_AND	Operator.OP_BITWISE_AND = 7	Returns the result of bitwise AND operation on the integer.
VisualShaderNodeIntOp	enum-value	OP_BITWISE_OR	Operator.OP_BITWISE_OR = 8	Returns the result of bitwise OR operation for two integers.
VisualShaderNodeIntOp	enum-value	OP_BITWISE_XOR	Operator.OP_BITWISE_XOR = 9	Returns the result of bitwise XOR operation for two integers.
VisualShaderNodeIntOp	enum-value	OP_BITWISE_LEFT_SHIFT	Operator.OP_BITWISE_LEFT_SHIFT = 10	Returns the result of bitwise left shift operation on the integer.
VisualShaderNodeIntOp	enum-value	OP_BITWISE_RIGHT_SHIFT	Operator.OP_BITWISE_RIGHT_SHIFT = 11	Returns the result of bitwise right shift operation on the integer.
VisualShaderNodeIntOp	enum-value	OP_ENUM_SIZE	Operator.OP_ENUM_SIZE = 12	Represents the size of the enum.
VisualShaderNodeIntParameter	property	default_value	int default_value = 0	Default value of this parameter, which will be used if not set externally.
VisualShaderNodeIntParameter	property	default_value_enabled	bool default_value_enabled = false	If true, the node will have a custom default value.
VisualShaderNodeIntParameter	property	enum_names	PackedStringArray enum_names = PackedStringArray()	The names used for the enum select in the editor.
VisualShaderNodeIntParameter	property	hint	int hint = 0	Range hint of this node.
VisualShaderNodeIntParameter	property	max	int max = 100	The maximum value this parameter can take.
VisualShaderNodeIntParameter	property	min	int min = 0	The minimum value this parameter can take.
VisualShaderNodeIntParameter	property	step	int step = 1	The step between parameter's values.
VisualShaderNodeIntParameter	enum-value	HINT_NONE	Hint.HINT_NONE = 0	The parameter will not constrain its value.
VisualShaderNodeIntParameter	enum-value	HINT_RANGE	Hint.HINT_RANGE = 1	The parameter's value must be within the specified / range.
VisualShaderNodeIntParameter	enum-value	HINT_RANGE_STEP	Hint.HINT_RANGE_STEP = 2	The parameter's value must be within the specified range, with the given between values.
VisualShaderNodeIntParameter	enum-value	HINT_ENUM	Hint.HINT_ENUM = 3	The parameter uses an enum to associate preset values to names in the editor.
VisualShaderNodeIntParameter	enum-value	HINT_MAX	Hint.HINT_MAX = 4	Represents the size of the enum.
VisualShaderNodeIs	property	function	int function = 0	The comparison function.
VisualShaderNodeIs	enum-value	FUNC_IS_INF	Function.FUNC_IS_INF = 0	Comparison with INF (Infinity).
VisualShaderNodeIs	enum-value	FUNC_IS_NAN	Function.FUNC_IS_NAN = 1	Comparison with NaN (Not a Number; indicates invalid numeric results, such as division by zero).
VisualShaderNodeIs	enum-value	FUNC_MAX	Function.FUNC_MAX = 2	Represents the size of the enum.
VisualShaderNodeMix	property	op_type	int op_type = 0	A type of operands and returned value.
VisualShaderNodeMix	enum-value	OP_TYPE_SCALAR	OpType.OP_TYPE_SCALAR = 0	A floating-point scalar.
